common_name;scientific_name;start_time;end_time;confidence;label;filepath;filename;validScientificNameId;Species_NorwegianName;Family_ScientificName;Family_NorwegianName;Order_ScientificName;Order_NorwegianName;Family_ScientificNameId;Order_ScientificNameId;Species_ScientificNameId;Redlist_Status
Redwing;Turdus iliacus;2772.0;2775.0;0.04901174455881119;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;2772.0;2775.0;0.027050897479057312;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;2772.0;2775.0;0.02137014828622341;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Eagle-Owl;Bubo bubo;2772.0;2775.0;0.01624825969338417;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Common Crane;Grus grus;2772.0;2775.0;0.010932516306638718;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Redwing;Turdus iliacus;2775.0;2778.0;0.06856818497180939;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Common Crane;Grus grus;2775.0;2778.0;0.017361879348754883;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Hawfinch;Coccothraustes coccothraustes;2775.0;2778.0;0.014665969647467136;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;2775.0;2778.0;0.013566615991294384;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Redwing;Turdus iliacus;2778.0;2781.0;0.04157687723636627;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Common Crane;Grus grus;2778.0;2781.0;0.018132656812667847;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Eurasian Eagle-Owl;Bubo bubo;2778.0;2781.0;0.015004195272922516;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Hawfinch;Coccothraustes coccothraustes;2778.0;2781.0;0.013852284289896488;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;2778.0;2781.0;0.013507843017578125;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Coot;Fulica atra;2778.0;2781.0;0.011295106261968613;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Redwing;Turdus iliacus;2781.0;2784.0;0.056098517030477524;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Ural Owl;Strix uralensis;2781.0;2784.0;0.04210790619254112;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Hawfinch;Coccothraustes coccothraustes;2781.0;2784.0;0.027011813595891;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Common Crane;Grus grus;2781.0;2784.0;0.017169587314128876;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Eurasian Eagle-Owl;Bubo bubo;2781.0;2784.0;0.016111118718981743;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Eurasian Coot;Fulica atra;2781.0;2784.0;0.01238387729972601;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
European Robin;Erithacus rubecula;2781.0;2784.0;0.010184086859226227;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Redwing;Turdus iliacus;2784.0;2787.0;0.06437333673238754;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Common Crane;Grus grus;2784.0;2787.0;0.021137293428182602;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Ural Owl;Strix uralensis;2784.0;2787.0;0.017983170226216316;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Moorhen;Gallinula chloropus;2784.0;2787.0;0.01697281375527382;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
Hawfinch;Coccothraustes coccothraustes;2784.0;2787.0;0.015665221959352493;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Common Sandpiper;Actitis hypoleucos;2784.0;2787.0;0.0119407894089818;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Eurasian Coot;Fulica atra;2784.0;2787.0;0.011362929828464985;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Hawfinch;Coccothraustes coccothraustes;2787.0;2790.0;0.04541821777820587;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;2787.0;2790.0;0.032065678387880325;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Ural Owl;Strix uralensis;2787.0;2790.0;0.01206763181835413;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Eagle-Owl;Bubo bubo;2787.0;2790.0;0.010821092873811722;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Hawfinch;Coccothraustes coccothraustes;2790.0;2793.0;0.1843075454235077;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;2790.0;2793.0;0.08236348628997803;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Goldcrest;Regulus regulus;2790.0;2793.0;0.03813541680574417;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Song Thrush;Turdus philomelos;2790.0;2793.0;0.03453259915113449;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
European Robin;Erithacus rubecula;2790.0;2793.0;0.022039271891117096;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Ural Owl;Strix uralensis;2790.0;2793.0;0.014289641752839088;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Hawfinch;Coccothraustes coccothraustes;2793.0;2796.0;0.1999419778585434;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Eurasian Woodcock;Scolopax rusticola;2793.0;2796.0;0.040364865213632584;Scolopax rusticola_Eurasian Woodcock;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3788;rugde;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3788;LC
White Wagtail;Motacilla alba;2793.0;2796.0;0.02803966775536537;Motacilla alba_White Wagtail;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4332;linerle;Motacillidae;erlefamilien;Passeriformes;spurvefugler;;;4332;LC
Eurasian Coot;Fulica atra;2793.0;2796.0;0.020195672288537025;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Green Sandpiper;Tringa ochropus;2793.0;2796.0;0.014690825715661049;Tringa ochropus_Green Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3795;skogsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3795;LC
White-throated Dipper;Cinclus cinclus;2793.0;2796.0;0.012629896402359009;Cinclus cinclus_White-throated Dipper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4158;fossekall;Cinclidae;fossekallfamilien;Passeriformes;spurvefugler;;;4158;LC
Redwing;Turdus iliacus;2796.0;2799.0;0.06705188751220703;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;2796.0;2799.0;0.046148717403411865;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Eurasian Moorhen;Gallinula chloropus;2796.0;2799.0;0.02108249068260193;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
Eurasian Coot;Fulica atra;2796.0;2799.0;0.02038678154349327;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Common Goldeneye;Bucephala clangula;2796.0;2799.0;0.015967488288879395;Bucephala clangula_Common Goldeneye;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3501;kvinand;Anatidae;andefamilien;Anseriformes;andefugler;;;3501;LC
Common Crane;Grus grus;2796.0;2799.0;0.015905771404504776;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Eurasian Eagle-Owl;Bubo bubo;2796.0;2799.0;0.015738964080810547;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Ural Owl;Strix uralensis;2796.0;2799.0;0.014152919873595238;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Fieldfare;Turdus pilaris;2796.0;2799.0;0.011667138896882534;Turdus pilaris_Fieldfare;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4559;gråtrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4559;LC
Goldcrest;Regulus regulus;2796.0;2799.0;0.01106224488466978;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Common Sandpiper;Actitis hypoleucos;2796.0;2799.0;0.010249588638544083;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Redwing;Turdus iliacus;2799.0;2802.0;0.09194173663854599;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;2799.0;2802.0;0.046952422708272934;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Common Goldeneye;Bucephala clangula;2799.0;2802.0;0.023378340527415276;Bucephala clangula_Common Goldeneye;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3501;kvinand;Anatidae;andefamilien;Anseriformes;andefugler;;;3501;LC
Ural Owl;Strix uralensis;2799.0;2802.0;0.022381817921996117;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Goldcrest;Regulus regulus;2799.0;2802.0;0.02210601046681404;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Eurasian Coot;Fulica atra;2799.0;2802.0;0.018896764144301414;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
European Robin;Erithacus rubecula;2799.0;2802.0;0.014709818176925182;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Eurasian Eagle-Owl;Bubo bubo;2799.0;2802.0;0.014331626705825329;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Eurasian Moorhen;Gallinula chloropus;2799.0;2802.0;0.012855678796768188;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
Green-winged Teal;Anas crecca;2799.0;2802.0;0.012257845140993595;Anas crecca_Green-winged Teal;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3454;krikkand;Anatidae;andefamilien;Anseriformes;andefugler;;;3454;LC
Common Crane;Grus grus;2799.0;2802.0;0.010963577777147293;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
European Golden-Plover;Pluvialis apricaria;2799.0;2802.0;0.010089048184454441;Pluvialis apricaria_European Golden-Plover;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3646;heilo;Charadriidae;lofamilien;Charadriiformes;vade-, måke- og alkefugler;;;3646;NT
Redwing;Turdus iliacus;2802.0;2805.0;0.1045418307185173;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;2802.0;2805.0;0.046885810792446136;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Eurasian Coot;Fulica atra;2802.0;2805.0;0.026494693011045456;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Ural Owl;Strix uralensis;2802.0;2805.0;0.02312162145972252;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
European Robin;Erithacus rubecula;2802.0;2805.0;0.019247176125645638;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Common Sandpiper;Actitis hypoleucos;2802.0;2805.0;0.017962701618671417;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Eurasian Moorhen;Gallinula chloropus;2802.0;2805.0;0.015876533463597298;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
European Golden-Plover;Pluvialis apricaria;2802.0;2805.0;0.01233251579105854;Pluvialis apricaria_European Golden-Plover;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3646;heilo;Charadriidae;lofamilien;Charadriiformes;vade-, måke- og alkefugler;;;3646;NT
Goldcrest;Regulus regulus;2802.0;2805.0;0.012310371734201908;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Eurasian Eagle-Owl;Bubo bubo;2802.0;2805.0;0.012198947370052338;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Common Crane;Grus grus;2802.0;2805.0;0.010951527394354343;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Water Rail;Rallus aquaticus;2802.0;2805.0;0.010328230448067188;Rallus aquaticus_Water Rail;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4112;vannrikse;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4112;VU
Redwing;Turdus iliacus;2805.0;2808.0;0.038814522325992584;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Eurasian Eagle-Owl;Bubo bubo;2805.0;2808.0;0.023806089535355568;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Hawfinch;Coccothraustes coccothraustes;2805.0;2808.0;0.01740599237382412;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Eurasian Coot;Fulica atra;2805.0;2808.0;0.011789387091994286;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Ural Owl;Strix uralensis;2805.0;2808.0;0.010717038996517658;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Redwing;Turdus iliacus;2808.0;2811.0;0.03498255833983421;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;2808.0;2811.0;0.01964443176984787;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;2811.0;2814.0;0.08132606744766235;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Ural Owl;Strix uralensis;2811.0;2814.0;0.014914488419890404;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Moorhen;Gallinula chloropus;2811.0;2814.0;0.01276450976729393;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
Common Crane;Grus grus;2811.0;2814.0;0.012571468949317932;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Eurasian Coot;Fulica atra;2811.0;2814.0;0.01124061644077301;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Hawfinch;Coccothraustes coccothraustes;2811.0;2814.0;0.010499429889023304;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;2814.0;2817.0;0.09695693850517273;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Ural Owl;Strix uralensis;2814.0;2817.0;0.029145946726202965;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Hawfinch;Coccothraustes coccothraustes;2814.0;2817.0;0.023789068683981895;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Eurasian Coot;Fulica atra;2814.0;2817.0;0.01834714040160179;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Common Crane;Grus grus;2814.0;2817.0;0.015980860218405724;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Common Sandpiper;Actitis hypoleucos;2814.0;2817.0;0.0132595868781209;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Eurasian Eagle-Owl;Bubo bubo;2814.0;2817.0;0.012865115888416767;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
European Golden-Plover;Pluvialis apricaria;2814.0;2817.0;0.012140271253883839;Pluvialis apricaria_European Golden-Plover;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3646;heilo;Charadriidae;lofamilien;Charadriiformes;vade-, måke- og alkefugler;;;3646;NT
