common_name;scientific_name;start_time;end_time;confidence;label;filepath;filename;validScientificNameId;Species_NorwegianName;Family_ScientificName;Family_NorwegianName;Order_ScientificName;Order_NorwegianName;Family_ScientificNameId;Order_ScientificNameId;Species_ScientificNameId;Redlist_Status
Redwing;Turdus iliacus;0.0;3.0;0.0424811914563179;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Eurasian Coot;Fulica atra;0.0;3.0;0.03194146975874901;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Common Crane;Grus grus;0.0;3.0;0.0258595272898674;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Eurasian Eagle-Owl;Bubo bubo;0.0;3.0;0.017586883157491684;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Hawfinch;Coccothraustes coccothraustes;0.0;3.0;0.015568790957331657;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;0.0;3.0;0.013668478466570377;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Moorhen;Gallinula chloropus;0.0;3.0;0.012258157134056091;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
Common Goldeneye;Bucephala clangula;0.0;3.0;0.011964327655732632;Bucephala clangula_Common Goldeneye;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3501;kvinand;Anatidae;andefamilien;Anseriformes;andefugler;;;3501;LC
Hawfinch;Coccothraustes coccothraustes;3.0;6.0;0.04697500169277191;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Eurasian Eagle-Owl;Bubo bubo;3.0;6.0;0.04377138242125511;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
European Robin;Erithacus rubecula;3.0;6.0;0.02417260967195034;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Redwing;Turdus iliacus;3.0;6.0;0.023670246824622154;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Eurasian Woodcock;Scolopax rusticola;3.0;6.0;0.012801029719412327;Scolopax rusticola_Eurasian Woodcock;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3788;rugde;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3788;LC
Long-eared Owl;Asio otus;3.0;6.0;0.012421930208802223;Asio otus_Long-eared Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4606;hornugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4606;LC
Eurasian Blackcap;Sylvia atricapilla;3.0;6.0;0.012140374630689621;Sylvia atricapilla_Eurasian Blackcap;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4481;munk;Sylviidae;sangerfamilien;Passeriformes;spurvefugler;;;4481;LC
Ural Owl;Strix uralensis;6.0;9.0;0.15707872807979584;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Eagle-Owl;Bubo bubo;6.0;9.0;0.13217370212078094;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Stock Dove;Columba oenas;6.0;9.0;0.02020913176238537;Columba oenas_Stock Dove;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4005;skogdue;Columbidae;duefamilien;Columbiformes;duefugler;;;4005;LC
Eurasian Coot;Fulica atra;6.0;9.0;0.014667402021586895;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Redwing;Turdus iliacus;6.0;9.0;0.013937159441411495;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;6.0;9.0;0.01160816103219986;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;9.0;12.0;0.06387614458799362;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;9.0;12.0;0.05076953023672104;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Common Crane;Grus grus;9.0;12.0;0.03017585352063179;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Eurasian Coot;Fulica atra;9.0;12.0;0.01934000290930271;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Goldcrest;Regulus regulus;9.0;12.0;0.014337380416691303;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
Water Rail;Rallus aquaticus;9.0;12.0;0.01255385484546423;Rallus aquaticus_Water Rail;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4112;vannrikse;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4112;VU
European Robin;Erithacus rubecula;9.0;12.0;0.0118697639554739;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Long-eared Owl;Asio otus;9.0;12.0;0.011301940307021141;Asio otus_Long-eared Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4606;hornugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4606;LC
Eurasian Eagle-Owl;Bubo bubo;9.0;12.0;0.010608787648379803;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Redwing;Turdus iliacus;12.0;15.0;0.0656038150191307;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;12.0;15.0;0.035068415105342865;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Eurasian Eagle-Owl;Bubo bubo;12.0;15.0;0.033014971762895584;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
European Robin;Erithacus rubecula;12.0;15.0;0.01741935685276985;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Ural Owl;Strix uralensis;12.0;15.0;0.01715160347521305;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Coot;Fulica atra;12.0;15.0;0.012515479698777199;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Song Thrush;Turdus philomelos;12.0;15.0;0.011022752150893211;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
Hawfinch;Coccothraustes coccothraustes;15.0;18.0;0.053356826305389404;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Redwing;Turdus iliacus;15.0;18.0;0.036011237651109695;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Common Sandpiper;Actitis hypoleucos;15.0;18.0;0.018218310549855232;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Eurasian Eagle-Owl;Bubo bubo;18.0;21.0;0.061822887510061264;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Redwing;Turdus iliacus;18.0;21.0;0.01916499249637127;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Eurasian Coot;Fulica atra;18.0;21.0;0.015609916299581528;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Ural Owl;Strix uralensis;18.0;21.0;0.0144577007740736;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Hawfinch;Coccothraustes coccothraustes;18.0;21.0;0.014178376644849777;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Long-eared Owl;Asio otus;18.0;21.0;0.010397529229521751;Asio otus_Long-eared Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4606;hornugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4606;LC
Hawfinch;Coccothraustes coccothraustes;21.0;24.0;0.3636382818222046;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
European Robin;Erithacus rubecula;21.0;24.0;0.04525591433048248;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Brambling;Fringilla montifringilla;21.0;24.0;0.024040862917900085;Fringilla montifringilla_Brambling;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4252;bjørkefink;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4252;LC
Redwing;Turdus iliacus;21.0;24.0;0.017728516831994057;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Song Thrush;Turdus philomelos;21.0;24.0;0.014053045772016048;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
Eurasian Woodcock;Scolopax rusticola;21.0;24.0;0.010388529859483242;Scolopax rusticola_Eurasian Woodcock;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3788;rugde;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3788;LC
Eurasian Eagle-Owl;Bubo bubo;24.0;27.0;0.19636934995651245;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Song Thrush;Turdus philomelos;24.0;27.0;0.032810479402542114;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
Long-eared Owl;Asio otus;24.0;27.0;0.032120171934366226;Asio otus_Long-eared Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4606;hornugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4606;LC
Ural Owl;Strix uralensis;24.0;27.0;0.03168017417192459;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Woodcock;Scolopax rusticola;24.0;27.0;0.012928953394293785;Scolopax rusticola_Eurasian Woodcock;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3788;rugde;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3788;LC
European Robin;Erithacus rubecula;24.0;27.0;0.012197257950901985;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Redwing;Turdus iliacus;24.0;27.0;0.011076082475483418;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Redwing;Turdus iliacus;27.0;30.0;0.03986547887325287;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Eurasian Eagle-Owl;Bubo bubo;27.0;30.0;0.024205785244703293;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Eurasian Coot;Fulica atra;27.0;30.0;0.016255691647529602;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Common Crane;Grus grus;27.0;30.0;0.016061367467045784;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Hawfinch;Coccothraustes coccothraustes;27.0;30.0;0.01455113384872675;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Ural Owl;Strix uralensis;27.0;30.0;0.01425187848508358;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Coot;Fulica atra;30.0;33.0;0.025830695405602455;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Redwing;Turdus iliacus;30.0;33.0;0.023124467581510544;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Eurasian Eagle-Owl;Bubo bubo;30.0;33.0;0.017134321853518486;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Common Crane;Grus grus;30.0;33.0;0.015583917498588562;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Common Ringed Plover;Charadrius hiaticula;30.0;33.0;0.011289340443909168;Charadrius hiaticula_Common Ringed Plover;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3635;sandlo;Charadriidae;lofamilien;Charadriiformes;vade-, måke- og alkefugler;;;3635;LC
Green Sandpiper;Tringa ochropus;30.0;33.0;0.010072213597595692;Tringa ochropus_Green Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3795;skogsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3795;LC
Redwing;Turdus iliacus;33.0;36.0;0.058887723833322525;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Hawfinch;Coccothraustes coccothraustes;33.0;36.0;0.05746259167790413;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Eurasian Coot;Fulica atra;33.0;36.0;0.040587168186903;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
European Robin;Erithacus rubecula;33.0;36.0;0.02965257130563259;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Common Sandpiper;Actitis hypoleucos;33.0;36.0;0.023070288822054863;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Eurasian Moorhen;Gallinula chloropus;33.0;36.0;0.016586177051067352;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
Eurasian Eagle-Owl;Bubo bubo;33.0;36.0;0.016077306121587753;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
European Golden-Plover;Pluvialis apricaria;33.0;36.0;0.01603545807301998;Pluvialis apricaria_European Golden-Plover;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3646;heilo;Charadriidae;lofamilien;Charadriiformes;vade-, måke- og alkefugler;;;3646;NT
Song Thrush;Turdus philomelos;33.0;36.0;0.012753254733979702;Turdus philomelos_Song Thrush;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4557;måltrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4557;LC
Common Crane;Grus grus;33.0;36.0;0.01013486459851265;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Long-eared Owl;Asio otus;33.0;36.0;0.010017920285463333;Asio otus_Long-eared Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4606;hornugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4606;LC
Redwing;Turdus iliacus;36.0;39.0;0.04506330564618111;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Eurasian Coot;Fulica atra;36.0;39.0;0.03823248669505119;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Hawfinch;Coccothraustes coccothraustes;36.0;39.0;0.02836070954799652;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
Common Crane;Grus grus;36.0;39.0;0.01912888139486313;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Goldcrest;Regulus regulus;36.0;39.0;0.013885014690458775;Regulus regulus_Goldcrest;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4478;fuglekonge;Regulidae;fuglekongefamilien;Passeriformes;spurvefugler;;;4478;LC
European Robin;Erithacus rubecula;36.0;39.0;0.013447092846035957;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Eurasian Moorhen;Gallinula chloropus;36.0;39.0;0.01175081729888916;Gallinula chloropus_Eurasian Moorhen;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4099;sivhøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4099;VU
Eurasian Eagle-Owl;Bubo bubo;36.0;39.0;0.011100306175649166;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Eurasian Eagle-Owl;Bubo bubo;39.0;42.0;0.06750044971704483;Bubo bubo_Eurasian Eagle-Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4612;hubro;Strigidae;uglefamilien;Strigiformes;ugler;;;4612;EN
Ural Owl;Strix uralensis;39.0;42.0;0.037404876202344894;Strix uralensis_Ural Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4626;slagugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4626;EN
Eurasian Woodcock;Scolopax rusticola;39.0;42.0;0.023943506181240082;Scolopax rusticola_Eurasian Woodcock;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3788;rugde;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3788;LC
Redwing;Turdus iliacus;39.0;42.0;0.022374149411916733;Turdus iliacus_Redwing;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
Eurasian Coot;Fulica atra;39.0;42.0;0.01496848650276661;Fulica atra_Eurasian Coot;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4096;sothøne;Rallidae;riksefamilien;Gruiformes;tranefugler;;;4096;VU
Hawfinch;Coccothraustes coccothraustes;39.0;42.0;0.013821786269545555;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
European Robin;Erithacus rubecula;39.0;42.0;0.013382413424551487;Erithacus rubecula_European Robin;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4507;rødstrupe;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4507;LC
Common Sandpiper;Actitis hypoleucos;39.0;42.0;0.012881980277597904;Actitis hypoleucos_Common Sandpiper;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;3719;strandsnipe;Scolopacidae;snipefamilien;Charadriiformes;vade-, måke- og alkefugler;;;3719;LC
Common Crane;Grus grus;39.0;42.0;0.012721031904220581;Grus grus_Common Crane;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4084;trane;Gruidae;tranefamilien;Gruiformes;tranefugler;;;4084;LC
Long-eared Owl;Asio otus;39.0;42.0;0.011341993696987629;Asio otus_Long-eared Owl;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4606;hornugle;Strigidae;uglefamilien;Strigiformes;ugler;;;4606;LC
White Wagtail;Motacilla alba;39.0;42.0;0.010367799550294876;Motacilla alba_White Wagtail;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4332;linerle;Motacillidae;erlefamilien;Passeriformes;spurvefugler;;;4332;LC
Hawfinch;Coccothraustes coccothraustes;42.0;45.0;0.05256542190909386;Coccothraustes coccothraustes_Hawfinch;data_input_lyd/S4A06389_20250312_031713.wav;S4A06389_20250312_031713.wav;4245;kjernebiter;Fringillidae;finkefamilien;Passeriformes;spurvefugler;;;4245;LC
