common_name;scientific_name;start_time;end_time;confidence;label;filepath;filename;validScientificNameId;Species_NorwegianName;Family_ScientificName;Family_NorwegianName;Order_ScientificName;Order_NorwegianName;Family_ScientificNameId;Order_ScientificNameId;Species_ScientificNameId;Redlist_Status
Redwing;Turdus iliacus;705.0;708.0;0.9046158790588379;Turdus iliacus_Redwing;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4547;rødvingetrost;Turdidae;trostefamilien;Passeriformes;spurvefugler;;;4547;LC
European Pied Flycatcher;Ficedula hypoleuca;708.0;711.0;0.9779089093208313;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
Common Chiffchaff;Phylloscopus collybita;711.0;714.0;0.7226029634475708;Phylloscopus collybita_Common Chiffchaff;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4458;gransanger;Phylloscopidae;bladsangerfamilien;Passeriformes;spurvefugler;;;4458;LC
European Pied Flycatcher;Ficedula hypoleuca;714.0;717.0;0.916128933429718;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;720.0;723.0;0.9948217868804932;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;726.0;729.0;0.8944154381752014;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;732.0;735.0;0.6769105792045593;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;738.0;741.0;0.9963699579238892;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;744.0;747.0;0.7007744312286377;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;750.0;753.0;0.8543077707290649;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
Common Chiffchaff;Phylloscopus collybita;762.0;765.0;0.7133909463882446;Phylloscopus collybita_Common Chiffchaff;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4458;gransanger;Phylloscopidae;bladsangerfamilien;Passeriformes;spurvefugler;;;4458;LC
European Pied Flycatcher;Ficedula hypoleuca;765.0;768.0;0.9683476686477661;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;771.0;774.0;0.8151947855949402;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;789.0;792.0;0.9951446652412415;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;795.0;798.0;0.9948874115943909;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
Hooded Crow;Corvus cornix;798.0;801.0;0.7286815643310547;Corvus cornix_Hooded Crow;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4164;kråke;Corvidae;kråkefamilien;Passeriformes;spurvefugler;;;4164;LC
Hooded Crow;Corvus cornix;801.0;804.0;0.667107343673706;Corvus cornix_Hooded Crow;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4164;kråke;Corvidae;kråkefamilien;Passeriformes;spurvefugler;;;4164;LC
European Pied Flycatcher;Ficedula hypoleuca;807.0;810.0;0.9031121730804443;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;819.0;822.0;0.7770389318466187;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;825.0;828.0;0.6139406561851501;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;840.0;843.0;0.9869662523269653;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;849.0;852.0;0.8448447585105896;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
European Pied Flycatcher;Ficedula hypoleuca;852.0;855.0;0.9457204937934875;Ficedula hypoleuca_European Pied Flycatcher;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4348;svarthvit fluesnapper;Muscicapidae;fluesnapperfamilien;Passeriformes;spurvefugler;;;4348;LC
Eurasian Magpie;Pica pica;861.0;864.0;0.6656704545021057;Pica pica_Eurasian Magpie;data_input_lyd/19.05.2025, 07-39.wav;19.05.2025, 07-39.wav;4183;skjære;Corvidae;kråkefamilien;Passeriformes;spurvefugler;;;4183;LC
